Laplacian_Max,Laplacian_Var,Label
0.6274509803921569,0.0006443982170276388,0.0
0.4901960784313726,0.001014129283250032,1.0
1.062745098039216,0.011515307633506075,0.0
1.176470588235294,0.02628043143613327,0.0
0.9372549019607842,0.008133031169895928,0.0
1.3764705882352941,0.045372332193801275,0.0
1.4980392156862743,0.016127883986633347,0.0
1.2705882352941176,0.019166690865410736,0.0
0.7333333333333333,0.0016702304007817504,1.0
1.3372549019607844,0.012856449940176855,0.0
1.0352941176470587,0.023462045416499797,0.0
0.9176470588235293,0.0034082570758938863,0.0
0.43921568627450985,0.001067131198577203,1.0
0.2901960784313725,0.0010669139353643362,1.0
1.2078431372549019,0.02512817403138857,0.0
0.5999999999999996,0.0035378123487758437,0.0
1.2745098039215685,0.026246463765064718,0.0
0.3843137254901959,0.002332088972942031,1.0
1.3176470588235294,0.022093472894475413,0.0
1.2352941176470589,0.00603358712869409,0.0
1.9137254901960783,0.03130892585943841,0.0
1.4431372549019605,0.014620237028817975,0.0
1.7999999999999998,0.00566956694987398,0.0
1.607843137254902,0.025466345120414152,1.0
1.0156862745098039,0.014053462944775249,0.0
0.8039215686274509,0.0014931933849961555,1.0
1.603921568627451,0.006507782559655475,0.0
0.6627450980392156,0.0021790750930155063,0.0
0.7882352941176471,0.0038734938196580376,0.0
1.007843137254902,0.017592101821764863,0.0
1.6,0.020662349620331647,0.0
0.4627450980392157,0.0007649080534153532,1.0
0.41960784313725485,0.0016738331516123603,1.0
1.2980392156862746,0.01007512808801743,0.0
0.8666666666666667,0.0075356882340029486,0.0
1.384313725490196,0.012224371324637691,0.0
1.1372549019607843,0.010147866513723089,0.0
0.42745098039215684,0.00024006136942094923,1.0
1.282352941176471,0.01587864194794203,0.0
0.25882352941176473,0.0002881417420839741,1.0
1.0980392156862746,0.014137972180746722,0.0
1.3686274509803922,0.003508179873313683,1.0
0.3960784313725491,0.0006429460655194049,1.0
0.2627450980392158,0.000963074364337434,1.0
0.10980392156862762,8.728652466572687e-05,1.0
0.48235294117647054,0.0008168070511979902,1.0
0.6666666666666665,0.0008950767088897431,1.0
0.12549019607843143,0.00014106949457874104,1.0
1.2627450980392156,0.0075825584198254406,0.0
1.1411764705882352,0.029127263514934162,0.0
1.380392156862745,0.029191052736114036,0.0
1.3019607843137255,0.005010665370464084,0.0
0.5882352941176471,0.00395285248063138,1.0
1.635294117647059,0.024600345541893876,0.0
1.7568627450980392,0.016540257891611936,0.0
0.9372549019607843,0.008270014273859412,1.0
1.6235294117647059,0.03741546636285162,0.0
0.6705882352941175,0.0017660894802757482,0.0
1.403921568627451,0.023403433095571954,0.0
0.17254901960784302,0.00011538753257294199,1.0
1.5098039215686274,0.016688451192483394,0.0
0.964705882352941,0.01407777110766692,0.0
0.8588235294117648,0.007286708678226058,1.0
0.29803921568627445,0.0002699675565284719,1.0
1.5254901960784313,0.03272901057887885,0.0
0.788235294117647,0.006550730656922551,0.0
1.4784313725490197,0.012572761640394454,0.0
0.8392156862745097,0.006182611907176726,0.0
1.2784313725490195,0.014271637669869492,0.0
0.7450980392156863,0.0017222635108708187,0.0
1.5058823529411764,0.013716509583593646,0.0
0.9764705882352943,0.011626841199021742,0.0
0.5607843137254902,0.0032215005479812792,1.0
0.7803921568627451,0.008772472678644963,0.0
1.003921568627451,0.02373038897321436,0.0
0.835294117647059,0.013912511609957707,0.0
1.4078431372549018,0.031034471669443366,0.0
0.9254901960784312,0.008061944124289537,0.0
1.0431372549019609,0.0036826161937331793,1.0
1.0823529411764707,0.018163767293502234,0.0
0.7176470588235295,0.0023154259183003857,0.0
0.5803921568627453,0.0016219239467381672,1.0
0.44705882352941173,0.001516968276345636,1.0
0.9843137254901961,0.0036056060409775615,0.0
1.611764705882353,0.018171619730663422,0.0
0.407843137254902,0.00150097926054055,0.0
1.2431372549019608,0.008905684287426845,0.0
1.1137254901960782,0.01093471392001367,0.0
0.15294117647058822,0.00011833608726104275,1.0
1.2862745098039214,0.020995043726611293,0.0
1.980392156862745,0.042480787457007715,0.0
0.26666666666666694,0.0006096842653399868,1.0
1.5960784313725491,0.017024337412687163,0.0
1.529411764705882,0.03270993038408706,0.0
1.4980392156862745,0.02368021869248579,0.0
1.4666666666666666,0.011981332554933728,0.0
1.7686274509803923,0.05059229287004892,0.0
0.9803921568627451,0.01745643455270943,0.0
0.8823529411764707,0.008363876077649355,0.0
0.7647058823529411,0.0021453993041607926,1.0
0.5725490196078432,0.004337402375880002,0.0
1.0588235294117647,0.033124566339442094,0.0
1.0784313725490196,0.0033906108355629774,0.0
1.176470588235294,0.008653128444847868,0.0
0.611764705882353,0.002193960452197606,1.0
1.8039215686274512,0.015444620974528759,0.0
0.7686274509803923,0.0026184914772779703,1.0
0.9607843137254902,0.005676942510698611,0.0
1.4784313725490195,0.006632660251339231,0.0
1.1058823529411763,0.016643602643187448,0.0
0.3686274509803922,0.0010702759384467512,1.0
1.223529411764706,0.00452615887468495,1.0
0.6509803921568628,0.0042732481354284145,0.0
0.6274509803921571,0.0015688679697028923,0.0
1.4705882352941178,0.025846305590808825,0.0
0.9137254901960785,0.009075292648595627,1.0
0.4941176470588238,0.001456988585860139,1.0
1.5803921568627453,0.02329918625048058,0.0
0.5176470588235293,0.0018607316781483613,1.0
1.184313725490196,0.008992336143738523,0.0
1.007843137254902,0.0073136209780330225,0.0
1.3098039215686275,0.027099071197218754,0.0
0.827450980392157,0.004056070926139519,0.0
